id,cap_numero,cap_nombre,subcap_numero,subcap_nombre,articulo_numero,parrafo_numero,parrafo_texto
203-1,6,Estado regional y organización territorial,17,Comuna autónoma,203,1,"1. A fin de garantizar el respeto, la protección y la realización progresiva de losderechos económicos y sociales en igualdad de condiciones, las comunasautónomas podrán encomendar temporalmente una o más competencias ala región autónoma respectiva o la Administración central, conforme a loestablecido en la ley."
203-2,6,Estado regional y organización territorial,17,Comuna autónoma,203,2,"2. A petición de la alcaldesa o del alcalde, con acuerdo del concejo municipal,la región autónoma o la Administración central, cuando así lo exija el interésgeneral, podrán subrogar de forma transitoria a la comuna autónoma en elejercicio de las competencias que no puedan ser asumidas por esta."
204-1,6,Estado regional y organización territorial,17,Comuna autónoma,204,2,"La alcaldesa o el alcalde, con aprobación del concejo municipal, podráestablecer delegaciones para el ejercicio de las facultades de la comunaautónoma en los casos y las formas que determine la ley."
205-1,6,Estado regional y organización territorial,17,Comuna autónoma,205,2,"El gobierno de la comuna autónoma reside en la municipalidad, la que estaráconstituida por la alcaldesa o el alcalde y el concejo municipal, con laparticipación de la comunidad que habita en su territorio."
206-1,6,Estado regional y organización territorial,17,Comuna autónoma,206,1,"1. La alcaldesa o el alcalde es la máxima autoridad ejecutiva del gobiernocomunal, integra y preside el concejo municipal y representa judicial yextrajudicialmente a la comuna."
206-2,6,Estado regional y organización territorial,17,Comuna autónoma,206,2,2. Ejercerá sus funciones por el término de cuatros años y se podrá reelegirconsecutivamente solo una vez para el período siguiente. Para estos efectosse entenderá que ha ejercido su cargo durante un período cuando hayacumplido más de la mitad de su mandato.
207-1,6,Estado regional y organización territorial,17,Comuna autónoma,207,1,"1. El concejo municipal es el órgano colegiado de representación popular yvecinal, dotado de funciones normativas, resolutivas y fiscalizadoras. Estaráintegrado por el número de personas en proporción a la población de lacomuna, conforme a la Constitución y la ley. La ley establecerá un régimen deinhabilidades e incompatibilidades."
207-2,6,Estado regional y organización territorial,17,Comuna autónoma,207,2,2. Quienes integren el concejo municipal ejercerán sus funciones por el términode cuatro años y se podrán reelegir consecutivamente solo una vez para elperíodo siguiente. Para estos efectos se entenderá que han ejercido su cargodurante un período cuando hayan cumplido más de la mitad de su mandato.
207-3,6,Estado regional y organización territorial,17,Comuna autónoma,207,3,3. Las concejalas y los concejales dispondrán de las condiciones y recursosnecesarios para el desempeño eficiente y probo del cargo.
207-4,6,Estado regional y organización territorial,17,Comuna autónoma,207,4,"4. Será necesario el acuerdo del concejo para la aprobación del plan comunalde desarrollo, del presupuesto municipal y de los proyectos de inversiónrespectivos, y otros que determine la ley."
207-5,6,Estado regional y organización territorial,17,Comuna autónoma,207,5,5. Será igualmente necesario el acuerdo del concejo para la aprobación del planregulador comunal.
208-1,6,Estado regional y organización territorial,17,Comuna autónoma,208,2,"Cada comuna tendrá un estatuto comunal elaborado y aprobado por elconcejo municipal. Sin perjuicio de los mínimos generales dispuestos por laley para todas las comunas, el estatuto comunal establece la organizaciónadministrativa y el funcionamiento de los órganos comunales, losmecanismos de democracia vecinal y las normas de elaboración deordenanzas comunales."
209-1,6,Estado regional y organización territorial,17,Comuna autónoma,209,1,"1. La asamblea social comunal tiene la finalidad de promover la participaciónpopular y ciudadana en los asuntos públicos. Será de carácter consultivo,incidente y representativo de las organizaciones de la comuna."
209-2,6,Estado regional y organización territorial,17,Comuna autónoma,209,2,"2. Su integración, organización, funcionamiento y atribuciones seránestablecidos por ley y complementados por el estatuto regional."
210-1,6,Estado regional y organización territorial,17,Comuna autónoma,210,1,"1. Las comunas establecerán territorios denominados unidades vecinales.Dentro de la unidad vecinal se constituirá una junta vecinal, representativa delas personas que residen en ella, la que contará con personalidad jurídica yno tendrá fines de lucro. Su objeto será hacer efectiva la participaciónpopular en la gestión comunal y en el desarrollo de la comunidad. En comunascon población rural, podrá constituirse además una unión comunal de juntasvecinales de carácter rural."
210-2,6,Estado regional y organización territorial,17,Comuna autónoma,210,2,"2. La ley dispondrá la forma de determinar el territorio de las unidadesvecinales, el procedimiento de constitución de las juntas vecinales y unionescomunales y sus atribuciones."
211-1,6,Estado regional y organización territorial,17,Comuna autónoma,211,1,1. El consejo de alcaldesas y alcaldes es un órgano de carácter consultivo yrepresentativo de todas las comunas de la región autónoma. Será coordinadopor quien determinen sus integrantes por mayoría en ejercicio.
211-2,6,Estado regional y organización territorial,17,Comuna autónoma,211,2,"2. Deberá sesionar y abordar las problemáticas de la región autónoma,promover una coordinación efectiva entre los distintos órganos conpresencia regional y fomentar una cooperación eficaz entre los gobiernoscomunales."
212-1,6,Estado regional y organización territorial,17,Comuna autónoma,212,1,1. La Administración central del Estado garantiza a la municipalidad elfinanciamiento y los recursos suficientes para el justo y equitativo desarrollode cada comuna.
212-2,6,Estado regional y organización territorial,17,Comuna autónoma,212,2,"2. Asimismo, debe observar como principio básico para el gobierno comunal labúsqueda de un desarrollo territorial armónico y equitativo, propendiendo aque todas las personas tengan acceso a igual nivel y calidad de serviciospúblicos municipales, sin distinción del lugar que habiten."
213-1,6,Estado regional y organización territorial,17,Comuna autónoma,213,1,"1. Las comunas autónomas podrán asociarse entre sí, de manera permanente otemporal. Contarán con personalidad jurídica de derecho privado y se regiránpor la normativa propia de dicho sector."
213-2,6,Estado regional y organización territorial,17,Comuna autónoma,213,2,"2. Sin perjuicio de lo dispuesto en el inciso precedente, las asociacionesquedarán sujetas a la fiscalización de la Contraloría General de la República ydeberán cumplir con la normativa de probidad administrativa y detransparencia en el ejercicio de la función que desarrollan."
214-1,6,Estado regional y organización territorial,17,Comuna autónoma,214,2,"Las comunas autónomas, a fin de cumplir con sus funciones y ejercer susatribuciones, podrán crear empresas, o participar en ellas, ya seaindividualmente o asociadas con otras entidades públicas o privadas, previaautorización por ley general o especial. Las empresas públicas municipalestendrán personalidad jurídica y patrimonio propio y se regirán enconformidad con lo dispuesto en la Constitución y la ley."
215-1,6,Estado regional y organización territorial,17,Comuna autónoma,215,1,"1. La creación, división o fusión de comunas autónomas o la modificación desus límites o denominación se determinará por ley, respetando en todo casocriterios objetivos, según lo dispuesto en la Constitución."
215-2,6,Estado regional y organización territorial,17,Comuna autónoma,215,2,"2. Una ley regulará la administración transitoria de las comunas que se creen; elprocedimiento de instalación de las nuevas municipalidades, de traspaso delpersonal municipal y de los servicios, y los resguardos necesarios paracautelar el uso y la disposición de los bienes que se encuentren situados enlos territorios de las nuevas comunas."
216-1,6,Estado regional y organización territorial,17,Comuna autónoma,216,1,"1. Las municipalidades tienen el deber de promover y garantizar la participaciónciudadana de la comunidad local en la gestión, en la construcción de políticasde desarrollo local y en la planificación del territorio, así como en los casosque esta Constitución, la ley y los estatutos regionales o comunales señalen."
216-2,6,Estado regional y organización territorial,17,Comuna autónoma,216,2,"2. Estas proveerán los mecanismos, los espacios, los recursos, la alfabetizacióndigital, la formación y la educación cívica y todo aquello que sea necesariopara concretar dicha participación, que será consultiva, incidente y, en sucaso, vinculante de acuerdo con la legislación respectiva."
217-1,6,Estado regional y organización territorial,17,Comuna autónoma,217,2,"Las municipalidades podrán establecer sus plantas de personal y los órganoso las unidades de su estructura interna, conforme a la ley, cautelando lacarrera funcionaria y su debido financiamiento."
218-1,6,Estado regional y organización territorial,18,Provincia,218,2,La provincia es una división territorial establecida con fines administrativosy está compuesta por una agrupación de comunas autónomas.
219-1,6,Estado regional y organización territorial,19,Región autónoma,219,2,"La región autónoma es la entidad política y territorial dotada de personalidadjurídica de derecho público y patrimonio propio que goza de autonomía parael desarrollo de los intereses regionales, la gestión de sus recursoseconómicos y el ejercicio de las atribuciones legislativas, reglamentarias,ejecutivas y fiscalizadoras a través de sus órganos en el ámbito de suscompetencias, con arreglo a lo dispuesto en la Constitución y la ley."
220-1,6,Estado regional y organización territorial,19,Región autónoma,220,2,"Son competencias de la región autónoma:a) La organización del Gobierno regional, en conformidad con laConstitución y su estatuto.b) La organización político-administrativa y financiera de la regiónautónoma.c) Coordinar y delegar las competencias constitucionales compartidas conlas demás entidades territoriales.d) La política regional de vivienda, urbanismo, salud, transporte y educación,en coordinación con las políticas, los planes y los programas nacionales,respetando la universalidad de los derechos garantizados por estaConstitución.e) La creación de empresas públicas regionales por parte de los órganos dela región autónoma competentes, conforme a los procedimientosregulados en la ley.f) Ejercer autónomamente la administración y coordinación de todos losservicios públicos de su dependencia.g) La conservación, preservación, protección y restauración de la naturaleza,del equilibrio ecológico y el uso racional del agua y los demás elementosnaturales de su territorio.h) La regulación y administración de los bosques, las reservas y los parquesde las áreas silvestres protegidas y cualquier otro predio fiscal que seconsidere necesario para el cuidado de los servicios ecosistémicos quese otorgan a las comunidades, en el ámbito de sus competencias.i) La planificación, el ordenamiento territorial y el manejo integrado decuencas.j) Establecer una política permanente de desarrollo sostenible y armónicocon la naturaleza.k) Aprobar, mediando procesos de participación ciudadana, los planes dedescontaminación ambientales de la región autónoma.l) Promover la participación popular en asuntos de interés regional.m) El desarrollo de la investigación, la tecnología y las ciencias.n) El fomento y la protección de las culturas, las artes, el patrimoniohistórico, inmaterial arqueológico, lingüístico y arquitectónico; y laformación artística en su territorio.ñ) Ejecutar las obras públicas de interés en el territorio de la regiónautónoma.o) La planificación e implementación de la conectividad física y digital.p) La promoción y el fomento del deporte, el ocio y la recreación.q) La promoción y ordenación del turismo en el ámbito territorial de la regiónautónoma, en coordinación con la comuna autónoma.r) El fomento del desarrollo social, productivo y económico de la regiónautónoma, en coordinación con las políticas, los planes y los programasnacionales.s) Establecer contribuciones y tasas dentro de su territorio previaautorización por ley.t) Participar en acciones de cooperación internacional, dentro de losmarcos establecidos por los tratados y los convenios vigentes.u) Las demás competencias que determinen la Constitución y ley."
221-1,6,Estado regional y organización territorial,19,Región autónoma,221,1,"1. Las competencias no expresamente conferidas a la región autónomacorresponden a la Administración central, sin perjuicio de las transferenciasde competencias que regulan la Constitución y la ley."
221-2,6,Estado regional y organización territorial,19,Región autónoma,221,2,2. Las competencias de la región autónoma podrán ejercerse de maneraconcurrente y coordinada con otros órganos del Estado.
222-1,6,Estado regional y organización territorial,19,Región autónoma,222,3,La organización institucional de las regiones autónomas se compone delgobierno regional y de la asamblea regional.
223-1,6,Estado regional y organización territorial,19,Región autónoma,223,1,1. El gobierno regional es el órgano ejecutivo de la región autónoma.
223-2,6,Estado regional y organización territorial,19,Región autónoma,223,2,"2. Una gobernadora o un gobernador regional dirige el gobierno regional, ejercela función de gobierno y administración y representa judicial yextrajudicialmente a la región."
223-3,6,Estado regional y organización territorial,19,Región autónoma,223,3,"3. Quien dirija el gobierno regional representa a la región autónoma ante lasautoridades nacionales con funciones de coordinación e intermediaciónentre el gobierno central y la región y ante las autoridades internacionales, enel marco de la política nacional de relaciones internacionales."
223-4,6,Estado regional y organización territorial,19,Región autónoma,223,4,"4. En la elección respectiva, resultará electo quien obtenga la mayoría de losvotos válidamente emitidos. Si ninguna persona logra al menos el cuarentapor ciento de los votos, se producirá una segunda votación entre quieneshayan obtenido las dos más altas mayorías. Resultará elegido quien obtengala mayoría de los votos válidamente emitidos."
223-5,6,Estado regional y organización territorial,19,Región autónoma,223,5,"5. Quien dirija el gobierno regional ejercerá sus funciones por el término decuatro años, pudiendo reelegirse consecutivamente solo una vez para elperíodo siguiente. En este caso, se considerará que se ha ejercido el cargodurante un período cuando se haya cumplido más de la mitad del mandato."
224-1,6,Estado regional y organización territorial,19,Región autónoma,224,2,"Son atribuciones esenciales de los gobiernos regionales las siguientes:a) Ejercer la potestad reglamentaria en todas aquellas materias que seencuentren dentro del ámbito de sus competencias, en conformidad conla Constitución, la ley y el estatuto regional.b) Organizar, administrar, supervigilar y fiscalizar los servicios públicos de laregión autónoma y coordinarse con el Gobierno respecto de aquellos quedetenten un carácter nacional y que funcionen en la región.c) Proponer a la asamblea regional la creación de empresas públicasregionales o la participación en empresas regionales para la gestión deservicios de su competencia, según lo dispuesto en la Constitución, la leyy el estatuto regional.d) Preparar y presentar ante la asamblea regional el plan regional deordenamiento territorial y los planes de desarrollo urbano de las áreasmetropolitanas, en conformidad con el estatuto regional y la ley.e) Presentar ante la asamblea regional los planes de manejo integrado decuencas acordados en los respectivos consejos de cuencas, enconformidad con la ley.f) Convocar a referendos y plebiscitos regionales en virtud de lo previsto enla Constitución, el estatuto regional y la ley.g) Establecer sistemas de gestión de crisis entre los órganos que tienenasiento en la región autónoma, que incluyan, a lo menos, su preparación,prevención, administración y manejo.h) Preparar y presentar ante la asamblea regional el plan de desarrolloregional, conforme al estatuto regional.i) Celebrar actos y contratos en los que tenga interés.j) Adoptar e implementar políticas públicas que fomenten y promocionenel desarrollo social, productivo, económico y cultural de la regiónautónoma, especialmente en ámbitos de competencia de la regiónautónoma.k) Promover la innovación, la competitividad y la inversión en la respectivaregión autónoma.l) Elaborar y presentar ante la asamblea regional el proyecto de presupuestoregional, conforme a esta Constitución y al estatuto regional.m) Administrar y ejecutar la planificación presupuestaria sobre ladestinación y uso del presupuesto regional.n) Ejercer competencias fiscales propias conforme a la Constitución y la ley.ñ) Celebrar y ejecutar convenios con los gobiernos de otras regionesautónomas para efectos de implementar programas y políticas públicasinterregionales, así como toda otra forma de asociatividad territorial.o) Celebrar y ejecutar acciones de cooperación internacional, dentro de losmarcos establecidos por los tratados y convenios que el país celebre alefecto y conforme a los procedimientos regulados en la ley.p) Las demás atribuciones que señalen la Constitución, la ley y el estatutoregional."
225-1,6,Estado regional y organización territorial,19,Región autónoma,225,1,"1. La asamblea regional es el órgano colegiado de representación regional queestá dotado de potestades normativas, resolutivas y fiscalizadoras."
225-2,6,Estado regional y organización territorial,19,Región autónoma,225,2,2. Una ley determinará los requisitos generales para acceder al cargo deasambleísta regional y su número en proporción a la población regional.
225-3,6,Estado regional y organización territorial,19,Región autónoma,225,3,"3. Quienes desempeñen el cargo de asambleísta regional ejercerán susfunciones por el término de cuatro años, pudiendo reelegirseconsecutivamente solo una vez para el período inmediatamente siguiente. Eneste caso, se considerará que han ejercido el cargo durante un períodocuando hayan cumplido más de la mitad de su mandato."
226-1,6,Estado regional y organización territorial,19,Región autónoma,226,5,"Son atribuciones de la asamblea regional:a) Dictar su reglamento interno de funcionamiento.b) Dictar las normas regionales que hagan aplicables las leyes de acuerdoregional.c) Iniciar en materias de interés regional el trámite legislativo ante la Cámarade las Regiones.d) Solicitar al Congreso de Diputadas y Diputados la transferencia de lapotestad legislativa en materias de interés de la región autónoma.e) Ejercer la potestad reglamentaria en conjunto con quien dirija el gobiernoregional en materias de su competencia y dictar los reglamentos deejecución de ley cuando esta lo encomiende.f) Administrar sus bienes y patrimonio propio.g) Aprobar, rechazar o modificar la inversión de los recursos de los fondossolidarios que se creen y otros recursos públicos que disponga la ley.h) Fiscalizar los actos del gobierno regional de acuerdo con el procedimientoestablecido en el estatuto regional.i) Fiscalizar los actos de la administración regional, para lo cual podrárequerir información de autoridades o jefaturas que desempeñen susfunciones en la región autónoma, citar a funcionarios públicos oautoridades regionales y crear comisiones especiales.j) Solicitar a la gobernadora o al gobernador regional rendir cuenta sobre suparticipación en el Consejo de Gobernaciones.k) Aprobar, rechazar o proponer modificaciones al plan de manejo integradode cuencas.l) Pronunciarse en conjunto con los órganos competentes respecto de losprocedimientos de evaluación ambiental.m) Aprobar, modificar o rechazar el presupuesto regional, el plan dedesarrollo regional y los planes de ordenamiento territorial.n) Pronunciarse sobre la convocatoria a consultas o plebiscitos regionales.ñ) Aprobar, a propuesta de la gobernadora o del gobernador regional y previaratificación de la Cámara de las Regiones, la creación de empresaspúblicas regionales o la participación en empresas regionales.o) Las demás atribuciones que determinen la Constitución y la ley."
227-1,6,Estado regional y organización territorial,19,Región autónoma,227,1,1. La organización administrativa y funcionamiento interno de cada regiónautónoma serán establecidas en un estatuto.
227-2,6,Estado regional y organización territorial,19,Región autónoma,227,2,2. El estatuto regional debe respetar los derechos fundamentales y losprincipios del Estado social y democrático de derecho reconocidos en laConstitución.
228-1,6,Estado regional y organización territorial,19,Región autónoma,228,1,"1. El proyecto de estatuto regional será elaborado y propuesto por quien dirijael gobierno regional a la asamblea regional respectiva, para su deliberación yacuerdo, el cual será aprobado por la mayoría en ejercicio."
228-2,6,Estado regional y organización territorial,19,Región autónoma,228,2,"2. El proceso de elaboración y reforma de este deberá garantizar laparticipación popular, democrática y vinculante de los habitantes de la regiónautónoma respectiva."
229-1,6,Estado regional y organización territorial,19,Región autónoma,229,1,1. El consejo social regional es el encargado de promover la participaciónpopular en los asuntos públicos regionales de carácter participativo yconsultivo. Su integración y competencias serán determinadas por ley.
229-2,6,Estado regional y organización territorial,19,Región autónoma,229,2,"2. Quien dirija el gobierno regional y las jefaturas de los servicios públicosregionales deberán rendir cuenta ante el consejo social regional, a lo menosuna vez al año, de la ejecución presupuestaria y del desarrollo de proyectosen los términos prescritos por el estatuto regional."
230-1,6,Estado regional y organización territorial,19,Región autónoma,230,1,1. El consejo social regional es el encargado de promover la participaciónpopular en los asuntos públicos regionales de carácter participativo yconsultivo. Su integración y competencias serán determinadas por ley.
230-2,6,Estado regional y organización territorial,19,Región autónoma,230,2,"2. Quien dirija el gobierno regional y las jefaturas de los servicios públicosregionales deberán rendir cuenta ante el consejo social regional, a lo menosuna vez al año, de la ejecución presupuestaria y del desarrollo de proyectosen los términos prescritos por el estatuto regional.2. Son facultades del Consejo de Gobernaciones:a) Coordinar, complementar y colaborar en la ejecución de políticas públicasen las regiones.b) Conducir la coordinación económica y presupuestaria entre laAdministración central y las regiones autónomas.c) Debatir sobre las actuaciones conjuntas de carácter estratégico, queafecten a los ámbitos competenciales estatal y regional, así como velarpor el respeto de las autonomías de las entidades territoriales.d) Velar por la correcta aplicación de los principios de equidad, solidaridady justicia territorial y de los mecanismos de compensación económicainterterritorial, en conformidad con la Constitución y la ley.e) Convocar encuentros sectoriales entre entidades territoriales.f) Acordar la creación de comisiones o grupos de trabajo para el estudio deasuntos de interés común.g) Las demás que establezcan la Constitución y la ley."
231-1,6,Estado regional y organización territorial,19,Región autónoma,231,1,1. La región autónoma podrá establecer sus plantas de personal y los órganos olas unidades de su estructura interna conforme a la ley cautelando la carrerafuncionaria y su debido financiamiento.
231-2,6,Estado regional y organización territorial,19,Región autónoma,231,2,"2. Estas facultades serán ejecutadas por quien presida la gobernación, previoacuerdo de la asamblea regional."
232-1,6,Estado regional y organización territorial,19,Región autónoma,232,2,"La ley determinará los servicios públicos, las instituciones o empresas delEstado que, en virtud de sus fines fiscalizadores o por razones de eficienciay de interés general, mantendrán una organización centralizada odesconcentrada en todo el territorio de la república."
233-1,6,Estado regional y organización territorial,19,Región autónoma,233,1,1. Las regiones autónomas cuentan con las competencias para coordinarse conquienes representen a los ministerios y servicios públicos con presencia enla región autónoma.
233-2,6,Estado regional y organización territorial,19,Región autónoma,233,2,"2. El gobierno regional podrá solicitar a la Administración central latransferencia de competencias de ministerios y servicios públicos. A su vez,las municipalidades podrán solicitar al gobierno regional la transferencia decompetencias."
233-3,6,Estado regional y organización territorial,19,Región autónoma,233,3,"3. El ejercicio de estas facultades tiene por objeto garantizar el respeto, laprotección y la realización progresiva de los derechos sociales y económicosen igualdad de condiciones en las distintas entidades territoriales."
233-4,6,Estado regional y organización territorial,19,Región autónoma,233,4,4. La Administración central tendrá facultades subrogatorias de caráctertransitorio cuando las entidades territoriales no puedan cumplireficientemente sus mandatos.
233-5,6,Estado regional y organización territorial,19,Región autónoma,233,5,5. La ley regulará el procedimiento y el ejercicio de esas facultades.
234-1,6,Estado regional y organización territorial,20,Autonomías territoriales indígenas,234,1,"1. La autonomía territorial indígena es la entidad territorial dotada depersonalidad jurídica de derecho público y patrimonio propio, donde lospueblos y naciones indígenas ejercen derechos de autonomía encoordinación con las demás entidades territoriales. Es deber del Estadoreconocer, promover y garantizar las autonomías territoriales indígenas parael cumplimiento de sus fines."
234-2,6,Estado regional y organización territorial,20,Autonomías territoriales indígenas,234,2,"2. La ley, mediante un proceso de participación y consulta previa, creará unprocedimiento oportuno, eficiente y transparente para la constitución de lasautonomías territoriales indígenas. Dicho procedimiento deberá iniciarse arequerimiento de los pueblos y naciones indígenas interesados, a través desus autoridades representativas."
235-1,6,Estado regional y organización territorial,20,Autonomías territoriales indígenas,235,2,La ley deberá establecer las competencias exclusivas de las autonomíasterritoriales indígenas y las compartidas con las demás entidadesterritoriales. Las autonomías territoriales indígenas deberán tener lascompetencias y el financiamiento necesarios para el adecuado ejercicio delderecho de libre determinación de los pueblos y naciones indígenas.
236-1,6,Estado regional y organización territorial,21,Territorios especiales,236,1,"1. Son territorios especiales Rapa Nui y el archipiélago Juan Fernández, los quese rigen por sus respectivos estatutos."
236-2,6,Estado regional y organización territorial,21,Territorios especiales,236,2,"2. En virtud de las particularidades geográficas, climáticas, ambientales,económicas, sociales y culturales de una determinada entidad territorial oparte de esta, la ley podrá crear territorios especiales."
236-3,6,Estado regional y organización territorial,21,Territorios especiales,236,3,"3. En los territorios especiales, la ley podrá establecer regímenes económicos yadministrativos diferenciados, así como su duración, teniendo enconsideración las características propias de estas entidades."
237-1,6,Estado regional y organización territorial,21,Territorios especiales,237,1,"1. La ley creará y regulará la administración de un Fondo para TerritoriosEspeciales, cuyos recursos serán destinados exclusivamente a los fines paralos cuales fueron creados."
237-2,6,Estado regional y organización territorial,21,Territorios especiales,237,2,"2. Asimismo, la Administración central y las entidades territoriales autónomasdeberán destinar recursos propios al financiamiento de los territoriosespeciales respectivos."
238-1,6,Estado regional y organización territorial,21,Territorios especiales,238,3,"En el territorio especial de Rapa Nui, el Estado garantiza el derecho a la libre determinación y autonomía del pueblo nación polinésico Rapanui, asegurando los medios para financiar y promover su desarrollo, protección y bienestar en virtud del Acuerdo de Voluntades firmado en 1888, por el cual se incorpora a Chile. Se reconoce al pueblo Rapanui la titularidad colectiva de los derechos sobre el territorio con excepción de los derechos sobre tierras individuales de sus miembros. Un estatuto de autonomía regulará el territorio Rapa Nui."
239-1,6,Estado regional y organización territorial,21,Territorios especiales,239,2,"El archipiélago Juan Fernández es un territorio especial conformado por lasislas Robinson Crusoe, Alejandro Selkirk, Santa Clara, San Félix y SanAmbrosio, y el territorio marítimo adyacente a ellas. El gobierno y laadministración de este territorio se regirán por los estatutos especiales queestablezca la ley"
240-1,6,Estado regional y organización territorial,21,Territorios especiales,240,2,"El territorio chileno antártico, incluyendo sus espacios marítimos, es unterritorio especial y zona fronteriza en el cual Chile ejerce respectivamentesoberanía y derechos soberanos, con pleno respeto a los tratados ratificadosy vigentes. El Estado deberá conservar, proteger y cuidar la Antártica,mediante una política fundada en el conocimiento y orientada a lainvestigación científica, la colaboración internacional y la paz."
241-1,6,Estado regional y organización territorial,22,Ruralidad,241,1,"1. El Estado promueve el desarrollo integral de los territorios rurales y reconocela ruralidad como una expresión territorial donde las formas de vida yproducción se desarrollan en torno a la relación directa de las personas ycomunidades con la tierra, el agua y el mar."
241-2,6,Estado regional y organización territorial,22,Ruralidad,241,2,"2. Asimismo, facilitará la participación de las comunidades rurales a nivel localy regional en el diseño y la implementación de programas y políticas públicasque les afectan o conciernen."
242-1,6,Estado regional y organización territorial,22,Ruralidad,242,2,"El Estado adoptará las medidas necesarias para prevenir la violencia ysuperar las desigualdades que enfrentan mujeres y niñas rurales,promoviendo la implementación de políticas públicas que garanticen el goceigualitario de los derechos que la Constitución consagra."
243-1,6,Estado regional y organización territorial,22,Ruralidad,243,2,"El Estado fomenta los mercados locales, las ferias libres y los circuitos cortosde comercialización e intercambio de bienes y productos relacionados a laruralidad."
244-1,6,Estado regional y organización territorial,23,Autonomía fiscal,244,1,"1. La actividad financiera de las entidades territoriales se realizarácoordinadamente entre ellas, el Estado y las autoridades competentes, lascuales deberán cooperar y colaborar entre sí y evitar la duplicidad einterferencia de funciones, velando en todo momento por la satisfacción delinterés general."
244-2,6,Estado regional y organización territorial,23,Autonomía fiscal,244,2,2. Lo anterior se aplicará también respecto de todas las competencias opotestades que se atribuyan a las entidades territoriales.
245-1,6,Estado regional y organización territorial,23,Autonomía fiscal,245,1,"1. Las entidades territoriales autónomas cuentan con autonomía financiera ensus ingresos y gastos para el cumplimiento de sus competencias, la cualdeberá ajustarse a los principios de suficiencia, coordinación, equilibriopresupuestario, solidaridad y compensación interterritorial, sostenibilidad,responsabilidad y eficiencia económica."
245-2,6,Estado regional y organización territorial,23,Autonomía fiscal,245,2,"2. La Ley de Presupuestos deberá propender a que, progresivamente, una partesignificativa del gasto público sea ejecutado a través de los gobiernossubnacionales, en función de las responsabilidades propias que debe asumircada nivel de gobierno."
245-3,6,Estado regional y organización territorial,23,Autonomía fiscal,245,3,3. El deber y la facultad de velar por la estabilidad macroeconómica y fiscalserán centralizados.
246-1,6,Estado regional y organización territorial,23,Autonomía fiscal,246,1,"1. La autonomía financiera de las entidades territoriales implica la facultad deordenar y gestionar sus finanzas públicas en el marco de la Constitución y lasleyes, en beneficio de sus habitantes, bajo los criterios de responsabilidad ysostenibilidad financiera."
246-2,6,Estado regional y organización territorial,23,Autonomía fiscal,246,2,"2. La suficiencia financiera se determinará bajo criterios objetivos tales comocorrespondencia entre competencias y recursos necesarios para sucumplimiento, equilibrio presupuestario, coordinación, no discriminaciónarbitraria entre entidades territoriales, igualdad en las prestaciones sociales,desarrollo armónico de los territorios, unidad, objetividad, razonabilidad,oportunidad y transparencia."
247-1,6,Estado regional y organización territorial,23,Autonomía fiscal,247,2,"Las entidades territoriales tendrán las siguientes fuentes de ingresos:a) Los recursos asignados por la Ley de Presupuestos.b) Los impuestos en favor de la entidad territorial.c) La distribución de los impuestos establecida en la Ley de Presupuestos.d) Las tasas y contribuciones.e) La distribución de los fondos solidarios.f) La transferencia fiscal interterritorial.g) La administración y aprovechamiento de su patrimonio.h) Las donaciones, las herencias y los legados que reciban conforme a la ley.i) Otras que determinen la Constitución y la ley."
248-1,6,Estado regional y organización territorial,23,Autonomía fiscal,248,1,1. Los ingresos fiscales generados por impuestos son distribuidos entre laAdministración central y las entidades territoriales en la forma establecidaen la Ley de Presupuestos.
248-2,6,Estado regional y organización territorial,23,Autonomía fiscal,248,2,"2. La ley definirá el órgano encargado de recopilar y sistematizar la informaciónnecesaria para proponer al Poder Legislativo las fórmulas de distribución delos ingresos fiscales, de compensación fiscal entre entidades territoriales yde los recursos a integrar en los diversos fondos. Para estos efectos, sedeberá considerar la participación y representación de las entidadesterritoriales."
248-3,6,Estado regional y organización territorial,23,Autonomía fiscal,248,3,"3. Durante el trámite legislativo presupuestario, el órgano competente sugeriráuna fórmula de distribución de ingresos fiscales, la cual considerará loscriterios de distribución establecidos por la ley."
249-1,6,Estado regional y organización territorial,23,Autonomía fiscal,249,1,1. La Administración y las entidades territoriales deben contribuir a lacorrección de las desigualdades que existan entre ellas.
249-2,6,Estado regional y organización territorial,23,Autonomía fiscal,249,2,"2. La ley establecerá fondos de compensación para las entidades territorialescon una menor capacidad fiscal. El órgano competente, sobre la base decriterios objetivos, sugerirá al legislador los recursos que deberán serintegrados a estos fondos."
249-3,6,Estado regional y organización territorial,23,Autonomía fiscal,249,3,3. La ley establecerá un fondo de contingencia y estabilizaciónmacroeconómica para garantizar los recursos de las entidades territorialesante fluctuaciones de ingresos ordinarios.
249-4,6,Estado regional y organización territorial,23,Autonomía fiscal,249,4,"4. En virtud de la solidaridad interterritorial, la Administración central deberárealizar transferencias directas incondicionales a las entidades territorialesque cuenten con ingresos fiscales inferiores a la mitad del promedioponderado de estas."
249-5,6,Estado regional y organización territorial,23,Autonomía fiscal,249,5,5. Las regiones y comunas autónomas que cuenten con ingresos por sobre elpromedio ponderado de ingresos fiscales transferirán recursos a aquellasequivalentes con ingresos bajo el promedio. El órgano competente sugeriráuna fórmula al legislador para realizar tales transferencias.
